craftId,product,label,inScope,drawing,drawingStatus,flags,approved,unreviewed,rejected,refs,externals
"suit-3pc|suit-pockets|ticket-pocket|tp-welt","suit-3pc","Welt Ticket Pocket",yes,"/images/blueprints/baoxiniao/jacket/KPOKD/C.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|suit-pockets|ticket-pocket|tp-card-italian","suit-3pc","Italian Card Slot",yes,"/images/blueprints/baoxiniao/jacket/KPOKD/25K.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,4
"suit-3pc|suit-pockets|ticket-pocket|tp-card-formal","suit-3pc","Formal Card Holder",no,"/images/blueprints/baoxiniao/jacket/KPOKD/25Q.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,0,0,0,4
"suit-3pc|suit-pockets|ticket-pocket|tp-rl-card","suit-3pc","RL Card Pocket",yes,"/images/blueprints/baoxiniao/jacket/KPOKD/EG.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-pockets|ticket-pocket|tp-flap-40","suit-3pc","Flap 4.0 cm",yes,"/images/blueprints/baoxiniao/jacket/KPOKD/J.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|suit-pockets|ticket-pocket|tp-flap-45","suit-3pc","Flap 4.5 cm",yes,"/images/blueprints/baoxiniao/jacket/KPOKD/F.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-pockets|ticket-pocket|tp-flap-50","suit-3pc","Flap 5.0 cm",yes,"/images/blueprints/baoxiniao/jacket/KPOKD/G.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-pockets|ticket-pocket|tp-flap-55","suit-3pc","Flap 5.5 cm",yes,"/images/blueprints/baoxiniao/jacket/KPOKD/H.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-pockets|ticket-pocket|tp-flap-60","suit-3pc","Flap 6.0 cm",yes,"/images/blueprints/baoxiniao/jacket/KPOKD/I.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-pockets|coin-pocket|coin-none","suit-3pc","None",yes,"/images/blueprints/baoxiniao/jacket/KAXDK/Z.jpg","drawing-unverified","DRAWING_UNCONFIRMED|UNPLACEABLE_DECISION",0,2,0,0,0
"suit-3pc|suit-pockets|coin-pocket|coin-left","suit-3pc","Left Side",yes,"/images/blueprints/baoxiniao/jacket/KAXDK/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|HAS_OWNER_REFS",0,4,0,1,0
"suit-3pc|suit-pockets|coin-pocket|coin-right","suit-3pc","Right Side",yes,"/images/blueprints/baoxiniao/jacket/KAXDK/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|UNPLACEABLE_DECISION",0,2,0,0,0
"suit-3pc|suit-pockets|coin-pocket|coin-both","suit-3pc","Both Sides",yes,"/images/blueprints/baoxiniao/jacket/KAXDK/C.jpg","drawing-unverified","DRAWING_UNCONFIRMED|UNPLACEABLE_DECISION|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|front-style|button-config|sb-1","suit-3pc","SB 1 Button",yes,"/images/supplier-bb/REQBT/1.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|front-style|button-config|sb-2","suit-3pc","SB 2 Buttons",yes,"/images/supplier-bb/REQBT/2.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|front-style|button-config|sb-3","suit-3pc","SB 3 Buttons",yes,"/images/supplier-bb/REQBT/3.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,9,0,0,10
"suit-3pc|front-style|button-config|sb-4","suit-3pc","SB 4 Buttons",yes,"/images/supplier-bb/REQBT/4.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,7,0,0,0
"suit-3pc|front-style|button-config|sb-3-roll-2","suit-3pc","SB 3 Roll 2",yes,"/images/supplier-bb/REQBT/5.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|front-style|button-config|sb-4-roll-3","suit-3pc","SB 4 Roll 3",yes,"/images/supplier-bb/REQBT/6.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|front-style|button-config|sb-5-hidden","suit-3pc","SB 5 Hidden Button",yes,"/images/supplier-bb/REQBT/26.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|front-style|button-config|sb-5","suit-3pc","SB 5 Buttons",yes,"/images/blueprints/baoxiniao/jacket/REQBT/27.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,5,0,0,0
"suit-3pc|front-style|button-config|db-2x1","suit-3pc","DB 2 × 1",yes,"/images/blueprints/baoxiniao/jacket/REQBT/8.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|front-style|button-config|db-4x1","suit-3pc","DB 4 × 1",yes,"/images/blueprints/baoxiniao/jacket/REQBT/9.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|front-style|button-config|db-4x2","suit-3pc","DB 4 × 2",yes,"/images/blueprints/baoxiniao/jacket/REQBT/11.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,7,0,0,10
"suit-3pc|front-style|button-config|db-6x1","suit-3pc","DB 6 × 1",yes,"/images/blueprints/baoxiniao/jacket/REQBT/10.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|front-style|button-config|db-6x2","suit-3pc","DB 6 × 2",yes,"/images/blueprints/baoxiniao/jacket/REQBT/12.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|HAS_OWNER_REFS",0,5,0,3,10
"suit-3pc|front-style|button-config|db-6x3","suit-3pc","DB 6 × 3",yes,"/images/blueprints/baoxiniao/jacket/REQBT/13.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|HAS_OWNER_REFS",0,5,0,1,10
"suit-3pc|front-style|front-buttonhole|fbh-machine","suit-3pc","By Machine",yes,"/images/blueprints/baoxiniao/jacket/GLKMO/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|front-style|front-buttonhole|fbh-hands","suit-3pc","By Hand",yes,"/images/blueprints/baoxiniao/jacket/GLKMO/H.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|front-style|chest-dart|cd-minus-2","suit-3pc","-2 cm",yes,"/images/supplier-bb/KWAML/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|SHARED_DRAWING",0,2,0,0,0
"suit-3pc|front-style|chest-dart|cd-minus-3","suit-3pc","-3 cm",yes,"/images/supplier-bb/KWAML/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|SHARED_DRAWING",0,2,0,0,0
"suit-3pc|front-style|chest-dart|cd-standard","suit-3pc","Standard",yes,"/images/supplier-bb/KWAML/Z.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,3,0,0,0
"suit-3pc|front-style|chest-dart|cd-plus-2","suit-3pc","+2 cm",yes,"/images/supplier-bb/KWAML/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|SHARED_DRAWING",0,1,0,0,0
"suit-3pc|front-style|chest-dart|cd-plus-3","suit-3pc","+3 cm",yes,"/images/supplier-bb/KWAML/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|SHARED_DRAWING",0,1,0,0,0
"suit-3pc|front-style|hem-gusset|hem-round","suit-3pc","Round Hem",yes,"/images/supplier-bb/REQXB/P.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|front-style|hem-gusset|hem-round-06","suit-3pc","Round Hem +0.6 cm",yes,"/images/supplier-bb/REQXB/M.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|front-style|hem-gusset|hem-squared","suit-3pc","Squared Bottom",yes,"/images/supplier-bb/REQXB/Q.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|front-style|hem-gusset|hem-small-curve","suit-3pc","Small Curved Bottom",yes,"","missing","NO_DRAWING|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|front-style|hem-gusset|hem-big-curve","suit-3pc","Large Curved Bottom",yes,"","missing","NO_DRAWING|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|front-style|hem-gusset|hem-dr-round","suit-3pc","DR Round Hem",yes,"/images/supplier-bb/REQXB/D.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|sleeves-cuffs|sleeve-vent|sv-none","suit-3pc","None",yes,"/images/blueprints/baoxiniao/jacket/GCOXC/N.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|sleeves-cuffs|sleeve-vent|sv-mock","suit-3pc","Mock / Show Vent",yes,"/images/blueprints/baoxiniao/jacket/GCOXC/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|sleeves-cuffs|sleeve-vent|sv-functional","suit-3pc","Functional (Working)",no,"/images/blueprints/baoxiniao/jacket/GCOXC/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,0,0,0,10
"suit-3pc|sleeves-cuffs|sleeve-vent|sv-functional-mock","suit-3pc","Functional + Mock Vent",yes,"/images/blueprints/baoxiniao/jacket/GCOXC/C.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|sleeves-cuffs|sleeve-vent|sv-functional-no-bh","suit-3pc","Functional (No Buttonhole)",yes,"/images/blueprints/baoxiniao/jacket/GCOXC/D.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|sleeves-cuffs|cuff-style|cuff-angled","suit-3pc","Angled Vent Cuff",yes,"/images/blueprints/baoxiniao/jacket/KFAXK/X.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,2
"suit-3pc|sleeves-cuffs|cuff-style|cuff-square","suit-3pc","Square Cuff",yes,"/images/blueprints/baoxiniao/jacket/KFAXK/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|sleeves-cuffs|cuff-style|cuff-round","suit-3pc","Round Cuff",yes,"/images/blueprints/baoxiniao/jacket/KFAXK/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|sleeves-cuffs|cuff-style|cuff-british","suit-3pc","British Turn-up",yes,"/images/blueprints/baoxiniao/jacket/KFAXK/C.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,2
"suit-3pc|sleeves-cuffs|cuff-style|cuff-turnback-35","suit-3pc","Turn-back 3.5 cm",yes,"/images/blueprints/baoxiniao/jacket/KFAXK/C2.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|sleeves-cuffs|cuff-style|cuff-turnback-40","suit-3pc","Turn-back 4.0 cm",yes,"/images/blueprints/baoxiniao/jacket/KFAXK/C3.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|sleeves-cuffs|cuff-button-number|cb-none","suit-3pc","None",yes,"/images/blueprints/supplier/2115e257c4a1__0626__No.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|sleeves-cuffs|cuff-button-number|cb-1","suit-3pc","1 Button",yes,"/images/blueprints/supplier/71e4a88d0f42__0623__1_button_32L.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|sleeves-cuffs|cuff-button-number|cb-2","suit-3pc","2 Buttons",yes,"/images/blueprints/supplier/36f9c9757607__0629__2_flat.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|sleeves-cuffs|cuff-button-number|cb-3","suit-3pc","3 Buttons",yes,"/images/blueprints/supplier/394fbc5e5ce3__0624__3_flat.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|sleeves-cuffs|cuff-button-number|cb-4","suit-3pc","4 Buttons",yes,"/images/blueprints/baoxiniao/jacket/GTEXK/4.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|sleeves-cuffs|cuff-button-number|cb-5","suit-3pc","5 Buttons",yes,"/images/blueprints/supplier/91d5e77db9c2__0627__5_flat.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|sleeves-cuffs|cuff-button-number|cb-6","suit-3pc","6 Buttons",yes,"/images/blueprints/supplier/c356ed45a535__06X1__6_flat.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|sleeves-cuffs|cuff-button-spacing|bs-no-kiss","suit-3pc","No Kissing (Standard)",yes,"/images/blueprints/baoxiniao/jacket/GTEXJ/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|sleeves-cuffs|cuff-button-spacing|bs-kissing","suit-3pc","Kissing Buttons",yes,"/images/blueprints/factory/0cd41e2fb0ea__0630__2_kissing.jpg","verified-match","",0,1,0,0,0
"suit-3pc|sleeves-cuffs|sleeve-buttonhole-dir|sbh-straight","suit-3pc","Straight",yes,"/images/blueprints/factory/2002f8a736e6__AAAM__Normal.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|sleeves-cuffs|sleeve-buttonhole-dir|sbh-slant","suit-3pc","Slanted",yes,"/images/blueprints/factory/fdbc0cbb0bb5__AAAN__Normal_slanted.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|back-vents|back-vent-style|bv-none","suit-3pc","No Vent",yes,"/images/blueprints/baoxiniao/jacket/REQAP/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|back-vents|back-vent-style|bv-center","suit-3pc","Center Vent",yes,"/images/supplier-bb/REQAP/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,1,0,0,10
"suit-3pc|back-vents|back-vent-style|bv-side","suit-3pc","Side Vents",yes,"/images/supplier-bb/REQAP/C.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,1,0,0,10
"suit-3pc|back-vents|back-vent-style|bv-side-belt","suit-3pc","Side Vents + Inner Belt",yes,"/images/blueprints/baoxiniao/jacket/REQAP/D.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|back-vents|back-vent-style|bv-side-fixed-belt","suit-3pc","Side Vents + Fixed Belt",yes,"/images/supplier-bb/REQAP/F.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,1,0,0,10
"suit-3pc|back-vents|elbow-patch|ep-none","suit-3pc","None",no,"","missing","NO_DRAWING|EXTERNAL_WEB_PHOTO",0,0,0,0,10
"suit-3pc|back-vents|elbow-patch|ep-round","suit-3pc","Round Elbow Patch",no,"/images/blueprints/factory/8cb87a0ca11c__0609__Round.png","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,3,0,0,10
"suit-3pc|back-vents|elbow-patch|ep-round-sleeve","suit-3pc","Round Sleeve Patch",yes,"/images/blueprints/factory/311c9fe6f45a__0610__Oval.png","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,1,0,0,10
"suit-3pc|back-vents|external-decoration|ext-none","suit-3pc","None",yes,"/images/blueprints/baoxiniao/jacket/JWBZS/Z.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|back-vents|external-decoration|ext-loop-flat","suit-3pc","Front Chest Horizontal Button Loop",yes,"/images/blueprints/baoxiniao/jacket/JWBZS/D.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|back-vents|external-decoration|ext-loop-slanted","suit-3pc","Front Chest Slanted Button Loop",yes,"/images/blueprints/baoxiniao/jacket/JWBZS/XD.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|handmade|handmade-type|hm-none","suit-3pc","Standard Machine",yes,"/images/blueprints/factory/13c1b88ec1cb__0570__No.png","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,1,0,0,10
"suit-3pc|handmade|handmade-type|hm-individual","suit-3pc","Individual Handmade Parts",yes,"/images/blueprints/factory/01c43a2f9084__08C0__Manually_sewing_lapel.png","drawing-unverified","DRAWING_UNCONFIRMED|SHARED_DRAWING",0,1,0,0,0
"suit-3pc|handmade|handmade-type|hm-full","suit-3pc","Full Hand-made",yes,"/images/blueprints/factory/01c43a2f9084__08C0__Manually_sewing_lapel.png","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|SHARED_DRAWING",0,1,0,0,10
"suit-3pc|handmade|handmade-decorative|hmd-none","suit-3pc","None",yes,"","missing","NO_DRAWING|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|handmade|handmade-decorative|hmd-shoulder","suit-3pc","Shoulder Seam Only",yes,"/images/blueprints/baoxiniao/jacket/REFUO/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|handmade|handmade-decorative|hmd-shoulder-vent","suit-3pc","Shoulder + Sleeve/Back Vent",yes,"/images/blueprints/baoxiniao/jacket/REFUO/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|handmade|handmade-decorative|hmd-full","suit-3pc","Full — Shoulder, Vents, Chest Pocket, Buttonholes",yes,"/images/blueprints/baoxiniao/jacket/REFUO/D.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|handmade|sewing-button-style|sbs-machine","suit-3pc","Regular Machine Sewing",no,"","missing","NO_DRAWING|EXTERNAL_WEB_PHOTO",0,0,0,0,10
"suit-3pc|handmade|sewing-button-style|sbs-cross-hand","suit-3pc","Crossing Stitch by Hand (X)",no,"","missing","NO_DRAWING|EXTERNAL_WEB_PHOTO",0,0,0,0,10
"suit-3pc|handmade|sewing-button-style|sbs-down-hand","suit-3pc","""↓"" Stitch by Hand",no,"","missing","NO_DRAWING|EXTERNAL_WEB_PHOTO",0,0,0,0,2
"suit-3pc|handmade|sewing-button-style|sbs-eq-hand","suit-3pc","""="" Stitch by Hand",no,"","missing","NO_DRAWING",0,0,0,0,0
"suit-3pc|handmade|sewing-button-style|sbs-sq-hand","suit-3pc","""□"" Stitch by Hand",no,"","missing","NO_DRAWING",0,0,0,0,0
"suit-3pc|handmade|sewing-button-style|sbs-under-hand","suit-3pc","Button Under Layer by Hand",no,"","missing","NO_DRAWING|EXTERNAL_WEB_PHOTO",0,0,0,0,10
"suit-3pc|handmade|sleeve-buttonhole-type|slbh-machine","suit-3pc","By Machine",yes,"/images/blueprints/baoxiniao/jacket/GXKMO/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|handmade|sleeve-buttonhole-type|slbh-hands","suit-3pc","By Hand",yes,"/images/blueprints/baoxiniao/jacket/GXKMO/H.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-details|pick-stitching|ps-none","suit-3pc","None",yes,"/images/blueprints/baoxiniao/jacket/GTEGZ/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO|NO_USABLE_PHOTO",0,0,0,0,10
"suit-3pc|suit-details|pick-stitching|ps-015-machine","suit-3pc","0.15 cm Machine",yes,"/images/blueprints/baoxiniao/jacket/GTEGZ/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|suit-details|pick-stitching|ps-06-machine","suit-3pc","0.6 cm Machine",yes,"/images/blueprints/baoxiniao/jacket/GTEGZ/C.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,10
"suit-3pc|suit-details|pick-stitching|ps-top-06","suit-3pc","Top Stitch 0.6 cm",yes,"/images/blueprints/baoxiniao/jacket/GTEGZ/G.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-details|pick-stitching|ps-top-4cm","suit-3pc","Top Stitch 4 cm from Edge",yes,"/images/blueprints/baoxiniao/jacket/GTEGZ/H.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|suit-details|pick-stitching|ps-015-hand","suit-3pc","0.15 cm by Hand",yes,"/images/blueprints/baoxiniao/jacket/GTEGZ/D.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-details|pick-stitching|ps-06-hand","suit-3pc","0.6 cm by Hand",yes,"/images/blueprints/baoxiniao/jacket/GTEGZ/E.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-details|pick-stitching|ps-double","suit-3pc","Double (0.15 + 0.6 cm)",yes,"/images/blueprints/baoxiniao/jacket/GTEGZ/F.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,2,0,0,2
"suit-3pc|suit-details|pick-stitching-position|psp-lapel-front","suit-3pc","Lapel, Collar, Front, Pocket, Sleeve Vent",yes,"/images/blueprints/baoxiniao/jacket/REQGZ/C.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|suit-details|pick-stitching-position|psp-plus-back","suit-3pc","+ Back Vent",yes,"/images/blueprints/baoxiniao/jacket/REQGZ/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-details|pick-stitching-position|psp-all-seams","suit-3pc","All Seams",yes,"/images/blueprints/baoxiniao/jacket/REQGZ/J.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-details|contrast-position|contrast-none","suit-3pc","No Contrast",no,"","missing","NO_DRAWING|EXTERNAL_WEB_PHOTO",0,0,0,0,10
"suit-3pc|suit-details|contrast-position|contrast-collar","suit-3pc","Top Collar",no,"/images/supplier-bb/GCOPA/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,1,0,0,10
"suit-3pc|suit-details|contrast-position|contrast-lapel","suit-3pc","Lapel",no,"/images/supplier-bb/GCOPA/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,1,0,0,10
"suit-3pc|suit-details|contrast-position|contrast-chest-pocket","suit-3pc","Chest Pocket Trim",yes,"/images/blueprints/baoxiniao/jacket/GCOPA/D.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,1,0,0,0
"suit-3pc|suit-details|contrast-position|contrast-lower-besom","suit-3pc","Lower Pocket Besom",yes,"/images/supplier-bb/GCOPA/E.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,2,0,0,0
"suit-3pc|suit-details|contrast-position|contrast-lower-flap","suit-3pc","Lower Pocket Flap",yes,"/images/supplier-bb/GCOPA/Q.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,3,0,0,0
"suit-3pc|suit-details|contrast-position|contrast-ticket-flap","suit-3pc","Ticket Pocket Flap",yes,"/images/supplier-bb/GCOPA/P.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,3,0,0,0
"suit-3pc|suit-details|contrast-position|contrast-ticket-besom","suit-3pc","Ticket Pocket Besom",yes,"/images/supplier-bb/GCOPA/U.jpg","drawing-unverified","DRAWING_UNCONFIRMED",0,3,0,0,0
"suit-3pc|suit-details|contrast-position|contrast-satin-lapel","suit-3pc","Satin Piping on Lapel",no,"/images/blueprints/baoxiniao/jacket/GCOPA/W.jpg","drawing-unverified","DRAWING_UNCONFIRMED|EXTERNAL_WEB_PHOTO",0,1,0,0,10
"suit-3pc|suit-details|columbia-piping|cp-none","suit-3pc","None",yes,"/images/blueprints/baoxiniao/jacket/GTEZB/A.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-details|columbia-piping|cp-columbia","suit-3pc","Columbia Stitching",yes,"/images/blueprints/baoxiniao/jacket/GTEZB/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-details|columbia-piping|cp-piping","suit-3pc","Piping",yes,"/images/blueprints/baoxiniao/jacket/GTEZB/C.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|suit-details|columbia-piping|cp-both","suit-3pc","Columbia + Piping",yes,"/images/blueprints/baoxiniao/jacket/GTEZB/D.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|interior|facing-style|facing-1","suit-3pc","Facing 1",yes,"/images/blueprints/baoxiniao/jacket/KINGM/F.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|interior|facing-style|facing-2","suit-3pc","Facing 2",yes,"/images/blueprints/baoxiniao/jacket/KINGM/E.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
"suit-3pc|interior|facing-style|facing-4","suit-3pc","Facing 4",yes,"/images/blueprints/baoxiniao/jacket/KINGM/B.jpg","drawing-unverified","DRAWING_UNCONFIRMED|NO_USABLE_PHOTO",0,0,0,0,0
